# started on Mon Mar 16 18:57:31 2020

76261375537,,instructions,23292329957,62.32,,
6678742103,,branches,23340164592,62.45,,
97848022,,branch-misses,23567281487,63.06,1.47,of all branches
291676,,page-faults,36755425899,100.00,,
449454713,,L1-icache-load-misses,23250210951,62.21,,
22106086,,LLC-load-misses,23310948406,62.37,,
60190706,,LLC-store-misses,18694610230,50.02,,
7497961,,iTLB-load-misses,18572788612,49.70,,
14492986,,dTLB-load-misses,18754402690,50.18,,
# started on Mon Mar 16 18:57:37 2020

76172200317,,instructions,22964508861,62.25,,
6602725108,,branches,23094377863,62.60,,
100176404,,branch-misses,23161613003,62.78,1.52,of all branches
299636,,page-faults,36282135039,100.00,,
448607625,,L1-icache-load-misses,23174279555,62.82,,
21742843,,LLC-load-misses,23008693238,62.37,,
54910021,,LLC-store-misses,18446470747,50.00,,
9832510,,iTLB-load-misses,18347232807,49.73,,
14797056,,dTLB-load-misses,18338437187,49.71,,
# started on Mon Mar 16 18:57:44 2020

75559286980,,instructions,23299513703,62.53,,
6639059076,,branches,23425683211,62.87,,
101653813,,branch-misses,23348246276,62.66,1.53,of all branches
290735,,page-faults,36643210198,100.00,,
460427043,,L1-icache-load-misses,23353818947,62.68,,
21008262,,LLC-load-misses,23227255295,62.34,,
57260803,,LLC-store-misses,18514140174,49.69,,
7340042,,iTLB-load-misses,18561326033,49.81,,
14636061,,dTLB-load-misses,18613309532,49.95,,
# started on Mon Mar 16 18:57:50 2020

76246332981,,instructions,23959558725,62.70,,
6774041476,,branches,24016302164,62.85,,
101217357,,branch-misses,23944790645,62.67,1.49,of all branches
308100,,page-faults,37564420109,100.00,,
452005445,,L1-icache-load-misses,23853823680,62.43,,
21303528,,LLC-load-misses,23761235762,62.18,,
58766451,,LLC-store-misses,19034030764,49.81,,
7356613,,iTLB-load-misses,19130901596,50.07,,
14864765,,dTLB-load-misses,19101475009,49.99,,
# started on Mon Mar 16 18:57:57 2020

75527353871,,instructions,23247287800,63.02,,
6540013376,,branches,23248038815,63.02,,
101501185,,branch-misses,22983065166,62.30,1.55,of all branches
290120,,page-faults,36266147914,100.00,,
453912385,,L1-icache-load-misses,22925949607,62.15,,
20740719,,LLC-load-misses,22901624119,62.08,,
57062490,,LLC-store-misses,18359922521,49.77,,
6999435,,iTLB-load-misses,18536458391,50.25,,
14674683,,dTLB-load-misses,18605606625,50.44,,
# started on Mon Mar 16 18:58:03 2020

75785364506,,instructions,23144174157,62.42,,
6717086367,,branches,23258551311,62.73,,
99281640,,branch-misses,23323739055,62.90,1.48,of all branches
270453,,page-faults,36460565767,100.00,,
441055154,,L1-icache-load-misses,23318998583,62.89,,
21536527,,LLC-load-misses,23386621408,63.07,,
59984923,,LLC-store-misses,18342826081,49.47,,
7644980,,iTLB-load-misses,18328758347,49.43,,
14871269,,dTLB-load-misses,18360920771,49.52,,
# started on Mon Mar 16 18:58:10 2020

75561267443,,instructions,23398439063,62.51,,
6554335205,,branches,23233649772,62.07,,
101640917,,branch-misses,23205111527,62.00,1.55,of all branches
279374,,page-faults,36804330064,100.00,,
457368486,,L1-icache-load-misses,23209911964,62.01,,
22021740,,LLC-load-misses,23360101765,62.41,,
59266953,,LLC-store-misses,18898950497,50.49,,
7959971,,iTLB-load-misses,18994266391,50.75,,
14534468,,dTLB-load-misses,18814348496,50.27,,
# started on Mon Mar 16 18:58:16 2020

75803540050,,instructions,22684562915,62.81,,
6619828451,,branches,22589609142,62.55,,
100243301,,branch-misses,22468652373,62.21,1.51,of all branches
306041,,page-faults,35505839884,100.00,,
452241802,,L1-icache-load-misses,22354797196,61.90,,
20894557,,LLC-load-misses,22331566544,61.83,,
55581113,,LLC-store-misses,18132744159,50.21,,
9413016,,iTLB-load-misses,18189731304,50.37,,
14672982,,dTLB-load-misses,18393028490,50.93,,
# started on Mon Mar 16 18:58:23 2020

76168473258,,instructions,23197034004,62.23,,
6744947812,,branches,23131041173,62.05,,
100623423,,branch-misses,23214896369,62.28,1.49,of all branches
297761,,page-faults,36652777119,100.00,,
454273656,,L1-icache-load-misses,23397528268,62.77,,
20804343,,LLC-load-misses,23410500669,62.80,,
58188791,,LLC-store-misses,18836403161,50.53,,
8129284,,iTLB-load-misses,18580519087,49.84,,
14667726,,dTLB-load-misses,18537402369,49.73,,
# started on Mon Mar 16 18:58:29 2020

76288842448,,instructions,23979325393,62.65,,
6794205295,,branches,23786352998,62.15,,
101701665,,branch-misses,23761010498,62.08,1.50,of all branches
279041,,page-faults,37632695559,100.00,,
445188513,,L1-icache-load-misses,23651666606,61.79,,
20842786,,LLC-load-misses,23929582698,62.52,,
57986197,,LLC-store-misses,19270637440,50.35,,
9063313,,iTLB-load-misses,19387674728,50.65,,
14752435,,dTLB-load-misses,19314927948,50.46,,
