# started on Mon Mar 16 18:58:36 2020

76515016057,,instructions,22427505558,62.10,,
6925331966,,branches,22649386491,62.72,,
98923726,,branch-misses,22739497482,62.97,1.43,of all branches
277762,,page-faults,35506400896,100.00,,
444251573,,L1-icache-load-misses,22958958386,63.58,,
20354559,,LLC-load-misses,22468304108,62.22,,
56167138,,LLC-store-misses,17975271476,49.78,,
7442459,,iTLB-load-misses,17748472616,49.15,,
14785729,,dTLB-load-misses,17909666445,49.59,,
# started on Mon Mar 16 18:58:42 2020

75319572673,,instructions,23432211143,63.44,,
6490973317,,branches,23133855442,62.63,,
100794635,,branch-misses,22972714235,62.19,1.55,of all branches
311894,,page-faults,36313957380,100.00,,
458395684,,L1-icache-load-misses,22747719038,61.59,,
21554928,,LLC-load-misses,22815450198,61.77,,
55754062,,LLC-store-misses,18594664799,50.34,,
8346766,,iTLB-load-misses,18702997872,50.64,,
14795840,,dTLB-load-misses,18779493552,50.84,,
# started on Mon Mar 16 18:58:49 2020

75837871588,,instructions,23095203880,62.79,,
6700441034,,branches,22868675551,62.17,,
99594851,,branch-misses,23082885518,62.75,1.49,of all branches
282885,,page-faults,36161791186,100.00,,
451320544,,L1-icache-load-misses,22940760986,62.37,,
21214418,,LLC-load-misses,22831734201,62.07,,
58010150,,LLC-store-misses,18397118409,50.01,,
7372043,,iTLB-load-misses,18386060234,49.98,,
14890222,,dTLB-load-misses,18625672753,50.64,,
# started on Mon Mar 16 18:58:55 2020

75572417429,,instructions,23295082068,62.55,,
6551549007,,branches,23268104369,62.48,,
99930405,,branch-misses,23358938971,62.72,1.53,of all branches
306928,,page-faults,36623769928,100.00,,
450420082,,L1-icache-load-misses,23349928417,62.70,,
20441133,,LLC-load-misses,23389802622,62.80,,
58950950,,LLC-store-misses,18593994898,49.93,,
7421128,,iTLB-load-misses,18464093259,49.58,,
15448727,,dTLB-load-misses,18545068388,49.80,,
# started on Mon Mar 16 18:59:01 2020

76678192045,,instructions,23058105450,62.18,,
6929592900,,branches,22935375138,61.85,,
100252612,,branch-misses,23009963494,62.05,1.45,of all branches
288644,,page-faults,36462020754,100.00,,
443002306,,L1-icache-load-misses,23151535788,62.43,,
21321644,,LLC-load-misses,23376636757,63.04,,
54525378,,LLC-store-misses,18658739246,50.31,,
8336420,,iTLB-load-misses,18723588263,50.49,,
14876726,,dTLB-load-misses,18480202150,49.83,,
# started on Mon Mar 16 18:59:08 2020

75778064598,,instructions,23571775371,62.70,,
6708637506,,branches,23452034328,62.39,,
100371378,,branch-misses,23421179683,62.30,1.50,of all branches
303206,,page-faults,36958835090,100.00,,
445880902,,L1-icache-load-misses,23443719458,62.36,,
20171695,,LLC-load-misses,23372884731,62.18,,
57906822,,LLC-store-misses,18827135688,50.08,,
7202593,,iTLB-load-misses,18900260952,50.28,,
14778446,,dTLB-load-misses,18949866264,50.41,,
# started on Mon Mar 16 18:59:14 2020

75498217929,,instructions,23605560906,62.92,,
6640178504,,branches,23261263096,62.00,,
101751443,,branch-misses,22937624527,61.14,1.53,of all branches
286944,,page-faults,36885547841,100.00,,
448233479,,L1-icache-load-misses,23051616887,61.44,,
21038031,,LLC-load-misses,23321859697,62.16,,
58083302,,LLC-store-misses,19112299500,50.94,,
7738362,,iTLB-load-misses,19293446983,51.43,,
14940382,,dTLB-load-misses,19091588306,50.89,,
# started on Mon Mar 16 18:59:21 2020

76460674754,,instructions,23439093429,62.41,,
6713830126,,branches,23193461374,61.76,,
100250071,,branch-misses,23349396331,62.17,1.49,of all branches
270748,,page-faults,36914773799,100.00,,
451565806,,L1-icache-load-misses,23413065687,62.34,,
21654014,,LLC-load-misses,23638987010,62.94,,
58810176,,LLC-store-misses,18922281612,50.39,,
9506318,,iTLB-load-misses,18901116867,50.33,,
14969718,,dTLB-load-misses,18802869127,50.07,,
# started on Mon Mar 16 18:59:27 2020

76244901755,,instructions,22868936770,62.82,,
6746972930,,branches,22610844899,62.11,,
100776385,,branch-misses,22622895944,62.15,1.49,of all branches
280099,,page-faults,35789894242,100.00,,
445885365,,L1-icache-load-misses,22515944232,61.85,,
20764070,,LLC-load-misses,22629275478,62.16,,
57561077,,LLC-store-misses,18349383818,50.41,,
7430081,,iTLB-load-misses,18501442924,50.82,,
14712796,,dTLB-load-misses,18379981725,50.49,,
# started on Mon Mar 16 18:59:34 2020

75618648258,,instructions,23287172385,62.00,,
6675587427,,branches,23305191185,62.05,,
99928033,,branch-misses,23461064018,62.47,1.50,of all branches
303067,,page-faults,36934905916,100.00,,
457680234,,L1-icache-load-misses,23654931988,62.98,,
21854702,,LLC-load-misses,23552347716,62.71,,
56648389,,LLC-store-misses,19015337078,50.63,,
7310356,,iTLB-load-misses,18637848525,49.62,,
14678991,,dTLB-load-misses,18606608930,49.54,,
