# started on Fri Apr  3 17:49:33 2020

     0.100071370,2282359199,,instructions,1527655664,100.00,,
     0.100071370,3715,,page-faults,1528156413,100.00,,
     0.100071370,70345,,LLC-load-misses,1529169414,100.00,,
     0.100071370,1784056,,dTLB-load-misses,1529890346,100.00,,
     0.200406258,1402811302,,instructions,1081881285,100.00,,
     0.200406258,3954,,page-faults,1081744656,100.00,,
     0.200406258,361169,,LLC-load-misses,1081896036,100.00,,
     0.200406258,1042330,,dTLB-load-misses,1081901378,100.00,,
     0.300661702,303770450,,instructions,744086296,100.00,,
     0.300661702,4337,,page-faults,743965125,100.00,,
     0.300661702,72179,,LLC-load-misses,744096383,100.00,,
     0.300661702,36507,,dTLB-load-misses,744100129,100.00,,
     0.400864885,689101275,,instructions,583100935,100.00,,
     0.400864885,1200,,page-faults,583013432,100.00,,
     0.400864885,66098,,LLC-load-misses,583108125,100.00,,
     0.400864885,43792,,dTLB-load-misses,583110917,100.00,,
     0.501099877,507248141,,instructions,485897896,100.00,,
     0.501099877,3214,,page-faults,485827558,100.00,,
     0.501099877,229633,,LLC-load-misses,485904090,100.00,,
     0.501099877,97800,,dTLB-load-misses,485906210,100.00,,
     0.601342220,445611452,,instructions,421513287,100.00,,
     0.601342220,5241,,page-faults,421440243,100.00,,
     0.601342220,118530,,LLC-load-misses,421515047,100.00,,
     0.601342220,95985,,dTLB-load-misses,421515692,100.00,,
     0.701554600,447311686,,instructions,375169126,100.00,,
     0.701554600,4795,,page-faults,375105627,100.00,,
     0.701554600,429875,,LLC-load-misses,375170788,100.00,,
     0.701554600,144213,,dTLB-load-misses,375171331,100.00,,
     0.801763413,338989065,,instructions,340432609,100.00,,
     0.801763413,6493,,page-faults,340372411,100.00,,
     0.801763413,150011,,LLC-load-misses,340433941,100.00,,
     0.801763413,108253,,dTLB-load-misses,340434466,100.00,,
     0.901965008,628850286,,instructions,313740536,100.00,,
     0.901965008,5226,,page-faults,313687122,100.00,,
     0.901965008,119569,,LLC-load-misses,313741806,100.00,,
     0.901965008,114726,,dTLB-load-misses,313742225,100.00,,
     1.002171122,491471132,,instructions,292387308,100.00,,
     1.002171122,5902,,page-faults,292339237,100.00,,
     1.002171122,744456,,LLC-load-misses,292388438,100.00,,
     1.002171122,182954,,dTLB-load-misses,292388818,100.00,,
     1.102377820,503927137,,instructions,274626416,100.00,,
     1.102377820,3537,,page-faults,274581757,100.00,,
     1.102377820,136833,,LLC-load-misses,274627561,100.00,,
     1.102377820,131090,,dTLB-load-misses,274627960,100.00,,
     1.202583924,367291067,,instructions,260091612,100.00,,
     1.202583924,2927,,page-faults,260050599,100.00,,
     1.202583924,906333,,LLC-load-misses,260092552,100.00,,
     1.202583924,189198,,dTLB-load-misses,260092915,100.00,,
     1.302793972,535886499,,instructions,247791959,100.00,,
     1.302793972,1863,,page-faults,247754086,100.00,,
     1.302793972,276871,,LLC-load-misses,247792791,100.00,,
     1.302793972,148972,,dTLB-load-misses,247793071,100.00,,
     1.403005895,157116802,,instructions,237250348,100.00,,
     1.403005895,573,,page-faults,237215187,100.00,,
     1.403005895,2662782,,LLC-load-misses,237251172,100.00,,
     1.403005895,21330,,dTLB-load-misses,237251476,100.00,,
     1.503213951,252988441,,instructions,227097150,100.00,,
     1.503213951,2805,,page-faults,227047748,100.00,,
