# started on Mon Mar 16 19:04:22 2020

203593133030,,instructions,34832038899,62.47,,
12800302634,,branches,34739716404,62.31,,
119325274,,branch-misses,34556722130,61.98,0.93,of all branches
422337,,page-faults,55270414531,100.00,,
519685714,,L1-icache-load-misses,34751938821,62.33,,
29698807,,LLC-load-misses,34635802628,62.12,,
117866149,,LLC-store-misses,28230227266,50.63,,
9662560,,iTLB-load-misses,28062369184,50.33,,
23718392,,dTLB-load-misses,28047149471,50.30,,
# started on Mon Mar 16 19:04:29 2020

202635600616,,instructions,34900450975,62.17,,
12615938785,,branches,35006890924,62.36,,
119465914,,branch-misses,35127651406,62.58,0.95,of all branches
453064,,page-faults,55641362302,100.00,,
522859062,,L1-icache-load-misses,35302843698,62.89,,
29074767,,LLC-load-misses,35173819336,62.66,,
110221266,,LLC-store-misses,28170687630,50.19,,
10875536,,iTLB-load-misses,27917931991,49.73,,
24254307,,dTLB-load-misses,27834192711,49.59,,
# started on Mon Mar 16 19:04:36 2020

201888608049,,instructions,34741600039,62.45,,
12615142087,,branches,34721025899,62.41,,
118222841,,branch-misses,34752162466,62.47,0.94,of all branches
425537,,page-faults,55143291980,100.00,,
522138258,,L1-icache-load-misses,34770400549,62.50,,
28823964,,LLC-load-misses,34628402144,62.24,,
114960400,,LLC-store-misses,27875224142,50.11,,
10305564,,iTLB-load-misses,27906653870,50.16,,
24620557,,dTLB-load-misses,27879529502,50.11,,
# started on Mon Mar 16 19:04:43 2020

203193587683,,instructions,34919309739,62.20,,
12743123081,,branches,35321197920,62.92,,
116513282,,branch-misses,35347319764,62.96,0.91,of all branches
449674,,page-faults,55646536326,100.00,,
517739523,,L1-icache-load-misses,35130772586,62.58,,
30429043,,LLC-load-misses,35038845588,62.42,,
116877159,,LLC-store-misses,27875669197,49.66,,
10111262,,iTLB-load-misses,27848872871,49.61,,
24116408,,dTLB-load-misses,27990183154,49.86,,
# started on Mon Mar 16 19:04:50 2020

202900652632,,instructions,35224724859,62.84,,
12527315311,,branches,35257898904,62.90,,
118113714,,branch-misses,34893149564,62.25,0.94,of all branches
415040,,page-faults,55559494405,100.00,,
534809203,,L1-icache-load-misses,34718624747,61.94,,
29412457,,LLC-load-misses,34669058820,61.85,,
112012886,,LLC-store-misses,28048386594,50.04,,
12978636,,iTLB-load-misses,28287215378,50.47,,
25660804,,dTLB-load-misses,28335266045,50.55,,
# started on Mon Mar 16 19:04:57 2020

203610599078,,instructions,35246152739,62.67,,
12880208656,,branches,35244379626,62.66,,
116948712,,branch-misses,35287625847,62.74,0.91,of all branches
448165,,page-faults,55753072301,100.00,,
537246197,,L1-icache-load-misses,34978896718,62.19,,
30069217,,LLC-load-misses,35103664811,62.41,,
113565787,,LLC-store-misses,27951147196,49.70,,
10243753,,iTLB-load-misses,28175000184,50.09,,
24936212,,dTLB-load-misses,28235151126,50.20,,
# started on Mon Mar 16 19:05:04 2020

204291716549,,instructions,34643950449,62.25,,
13131598509,,branches,34732482716,62.40,,
117650681,,branch-misses,34911820871,62.73,0.90,of all branches
412082,,page-faults,55167460783,100.00,,
526406488,,L1-icache-load-misses,34818942921,62.56,,
30117834,,LLC-load-misses,34963004925,62.82,,
111841005,,LLC-store-misses,27729514507,49.82,,
10363882,,iTLB-load-misses,27767699081,49.89,,
23882031,,dTLB-load-misses,27704943863,49.78,,
# started on Mon Mar 16 19:05:11 2020

203300019780,,instructions,35069589932,62.50,,
12940820158,,branches,34743903713,61.92,,
120353553,,branch-misses,34663234850,61.78,0.93,of all branches
498006,,page-faults,55623341829,100.00,,
540148146,,L1-icache-load-misses,34800708309,62.02,,
29144579,,LLC-load-misses,35317982971,62.95,,
107763151,,LLC-store-misses,28391324964,50.60,,
11711091,,iTLB-load-misses,28433651861,50.68,,
25767054,,dTLB-load-misses,28081806988,50.05,,
# started on Mon Mar 16 19:05:18 2020

202993824602,,instructions,35617460012,62.61,,
12744659862,,branches,35448756043,62.31,,
118869746,,branch-misses,35350040077,62.14,0.93,of all branches
507520,,page-faults,56389900064,100.00,,
523958678,,L1-icache-load-misses,35319113478,62.08,,
30175164,,LLC-load-misses,35660778098,62.68,,
113321719,,LLC-store-misses,28576862916,50.23,,
10361095,,iTLB-load-misses,28708693342,50.46,,
25457751,,dTLB-load-misses,28496929462,50.09,,
# started on Mon Mar 16 19:05:25 2020

203993574805,,instructions,34345703442,62.16,,
12802605155,,branches,34474410594,62.39,,
115707047,,branch-misses,34611072353,62.64,0.90,of all branches
472009,,page-faults,54766011517,100.00,,
524021725,,L1-icache-load-misses,34648596727,62.71,,
30220933,,LLC-load-misses,34519762159,62.48,,
110710810,,LLC-store-misses,27666856351,50.07,,
10389274,,iTLB-load-misses,27541110500,49.85,,
24634942,,dTLB-load-misses,27546628708,49.86,,
